dataType,text,label
crime,CHILD ABANDONMENT/NON SUPPORT 1,0
crime,FAMILY DISTURBANCE (ATTEMPTED),0
crime,EDP-PES (PSYCHIATRIC EMERGENCY SERVICES),0
crime,ACCIDENTAL DROWNING DEATH,0
crime,WARRANT DALLAS PD (VIOL BOND/PROTECTIVE ORDER),0
crime,COLLISION INV DEATH,0
crime,COLLISION INV INJURY,0
crime,DEADLY CONDUCT-FAM VIOL-DISCHARGE FIREARM (ASSAULT),0
crime,ATTACK BY DOG CAUSES BODILY INJURY,0
crime,ASSAULT -SECURITY OFFICER -BODILY INJURY ONLY,0
crime,ASSAULT (AGG) -OTHER,0
crime,WARRANT DALLAS PD (DEADLY CONDUCT),0
crime,ASSAULT -HOSPITAL PERSONNEL ON HOSP PROPERTY,0
crime,ASSAULT -ELD OR DISABLED -OFFENSIVE CONTACT,0
crime,INTOXICATION MANSLAUGHTER W/VEHICLE,0
crime,ATTACK BY DOG CAUSES SBI,0
crime,COLLISION INV SERIOUS BODILY INJURY,0
crime,ASSAULT -PUBLIC SERVANT -BODILY INJURY ONLY,0
crime,ASSAULT (AGG) -SECURITY OFFICER -SER BODY INJURY,0
crime,LEGACY HOMICIDE CODE,0
crime,EVIDENCE REVIEW - BURGLARY,1
crime,IMPOUNDED VEH/PROP SALE,1
crime,COLLISION INV DAMAGE TO VEHICLE > OR EQUAL $200,1
crime,BURGLARY OF HABITATION INTEND OTHER FELONY,1
crime,COLLISION INV DAMAGE TO VEHICLE <$200,1
crime,THEFT BY EXTORTION (ATTEMPTED),2
crime,THEFT OF SERVICE > OR EQUAL $150K <$300K PC 31.04(e6),2
crime,THEFT OF U.S. MAIL < 10 ADDRESSES,2
crime,THEFT OF CATALYTIC CONVERTER <30K,2
crime,FORGERY AND PASSING (ATTEMPTED),3
crime,IDENTITY THEFT (ATTEMPTED),3
crime,FRAUD - PRELIMINARY INVESTIGATION,3
crime,UNLAW DECRYPT DEFRAUD/HARM > OR EQUAL $750<$2500 IAT,3
crime,PURCHASE/POSS LICENSE PLATE FLIPPER CRIM NEG,3
crime,WIRE FRAUD (UCR USE ONLY),3
crime,FRAUD-PHISHING (ATTEMPTED),3
crime,POSS CONT SUB PEN GRP 1/1-B > OR EQUALS 1G<4G,4
crime,POSS CONT SUB PEN GRP 1/1-B > OR EQUALS 4G<200G,4
crime,UNL CARRY WEAPON W/ FELONY CONV,4
crime,MAN DEL CONT SUB PEN GRP 1-B > OR EQUALS 400G,4
crime,OPERATION OF STASH HOUSE,4
crime,UNL POSS FIREARM FAM/HOUSE/COURT ORDER/GANG,4
crime,TAKE WEAPON FRM POLICE OFFICER (ATTEMPTED),4
crime,POSS CONT SUB PEN GRP 2-A 4OZ<5LB DFZ IAT,4
crime,POSS CONT SUB PEN GRP 1/1-B > OR EQUALS 200G<400G,4
crime,MAN DEL CONT SUB PEN GRP 1-B > OR EQUALS 4G<200G,4
crime,PARKING VIOLATION,5
crime,DRIVERS LICENSE VIOL/OTHER,5
crime,LIQUOR PREMISE CHECK,5
crime,ASSIST MOTORIST/PUBLIC,5
crime,RACING ON HIGHWAY,5
crime,VIOL STATE LAW - OTHER (ATTEMPTED),5
crime,HOAX BOMB,5
crime,TRAF VIO -DRIVING WHILE DISQUALIFIED/COMM VEH,5
crime,DISORDERLY CONDUCT DISCHARGE/DISPLAY FIREARM (NO ASSAULT),5
crime,BURGLAR ALARM,5
crime,MUST DISPLAY PERMIT,5
crime,OTHER OFFENSES RELATED TO THEFT,2
crime,MAJOR CRIMES UNIT,6
crime,REQUEST TO LOCATE (ATTEMPTED),6
crime,EVIDENCE DESTRUCTION - ALL,6
crime,MISSING PERSON (NO OFFENSE),6
crime,HOMICIDE INVESTIGATION (NO OFFENSE),6
crime,MISSING PERSON - CRITICAL (NO OFFENSE),6
crime,IMMIGRATION STATUS INQUIRY,6
crime,AIRPORT INFORMATION,6
crime,DNA TESTING COMPLETE,6
